fname,lname,POS,BAT,THW,Age,HT,WT,Team,city,state,League
Taylor,Trammell,LF,L,L,26,74,220,Seattle Mariners,Powder Springs,GA,MLB
Grant,Anderson,RP,R,R,26,72,180,Texas Rangers,Port Arthur,TX,MLB
Cody,Bradford,SP,L,L,25,76,197,Texas Rangers,Aledo,TX,MLB
Brock,Burke,RP,L,L,27,76,210,Texas Rangers,Chicago,IL,MLB
Marc,Church,RP,R,R,22,75,189,Texas Rangers,Atlanta,GA,MLB
Carson,Coleman,RP,R,R,25,74,190,Texas Rangers,Lexington,KY,MLB
Jose,Corniell,SP,R,R,20,75,165,Texas Rangers,Santo Domingo,Dominican Republic,MLB
Jacob,deGrom,SP,L,R,35,76,180,Texas Rangers,DeLand,FL,MLB
Daniel,Duarte,RP,R,R,27,72,235,Texas Rangers,Huatabampo,Mexico,MLB
Dane,Dunning,SP,R,R,29,76,225,Texas Rangers,Orange Park,FL,MLB
Nathan,Eovaldi,SP,R,R,33,74,217,Texas Rangers,Houston,TX,MLB
Jon,Gray,SP,R,R,32,76,225,Texas Rangers,Shawnee,OK,MLB
Andrew,Heaney,SP,L,L,32,74,200,Texas Rangers,Oklahoma City,OK,MLB
Jonathan,Hernandez,RP,R,R,27,75,190,Texas Rangers,Memphis,TN,MLB
Antoine,Kelly,SP,L,L,24,77,205,Texas Rangers,Chicago,IL,MLB
Zachary,Kent,SP,R,R,25,75,208,Texas Rangers,Henrico,VA,MLB
Jake,Latz,SP,R,L,27,74,185,Texas Rangers,Lemont,IL,MLB
Jose,Leclerc,RP,R,R,30,72,195,Texas Rangers,Esperanza,Dominican Republic,MLB
Tyler,Mahle,SP,R,R,29,75,210,Texas Rangers,Newport Beach,CA,MLB
David,Robertson,RP,R,R,38,71,195,Texas Rangers,Birmingham,AL,MLB
Yerry,Rodriguez,RP,R,R,26,74,198,Texas Rangers,Santiago,Dominican Republic,MLB
Josh,Sborz,RP,R,R,30,75,215,Texas Rangers,Washington,DC,MLB
Max,Scherzer,SP,R,R,39,75,208,Texas Rangers,St. Louis,MO,MLB
Owen,White,RP,R,R,24,75,199,Texas Rangers,Mount Ulla,NC,MLB
Cole,Winn,SP,R,R,24,74,190,Texas Rangers,Longmont,CO,MLB
Kirby,Yates,RP,L,R,36,70,205,Texas Rangers,Lihue,HI,MLB
Jonah,Heim,C,B,R,28,76,220,Texas Rangers,Buffalo,NY,MLB
Sam,Huff,C,R,R,26,76,240,Texas Rangers,Phoenix,AZ,MLB
Andrew,Knizner,C,R,R,28,73,225,Texas Rangers,Glen Allen,VA,MLB
Ezequiel,Duran,SS,R,R,24,71,185,Texas Rangers,San Juan de la Maguana,Dominican Republic,MLB
Justin,Foscue,2B,R,R,24,71,205,Texas Rangers,Huntsville,AL,MLB
Josh,Jung,3B,R,R,25,74,214,Texas Rangers,San Antonio,TX,MLB
Nathaniel,Lowe,1B,L,R,28,76,220,Texas Rangers,Norfolk,VA,MLB
Jonathan,Ornelas,3B,R,R,23,72,196,Texas Rangers,Glendale,AZ,MLB
Corey,Seager,SS,L,R,29,76,215,Texas Rangers,Charlotte,NC,MLB
Marcus,Semien,2B,R,R,33,72,195,Texas Rangers,San Francisco,CA,MLB
Josh,Smith,SS,L,R,26,70,172,Texas Rangers,Baton Rouge,LA,MLB
Evan,Carter,CF,L,R,21,74,190,Texas Rangers,Elizabethton,TN,MLB
Adolis,Garcia,RF,R,R,30,73,205,Texas Rangers,Ciego de Avila,Cuba,MLB
Dustin,Harris,OF,L,R,24,75,185,Texas Rangers,Tampa,FL,MLB
Travis,Jankowski,LF,L,R,32,74,190,Texas Rangers,Lancaster,PA,MLB
Leody,Taveras,CF,B,R,25,74,195,Texas Rangers,Tenares,Dominican Republic,MLB
Miguel,Castro,RP,R,R,29,79,201,Arizona Diamondbacks,La Romana,Dominican Republic,MLB
Slade,Cecconi,SP,R,R,24,76,219,Arizona Diamondbacks,Oviedo,FL,MLB
Luis,Frias,RP,R,R,25,75,245,Arizona Diamondbacks,Rio San Juan,Dominican Republic,MLB
Zac,Gallen,SP,R,R,28,74,189,Arizona Diamondbacks,Somerdale,NJ,MLB
Kevin,Ginkel,RP,L,R,29,76,235,Arizona Diamondbacks,San Diego,CA,MLB
Tommy,Henry,SP,L,L,26,75,205,Arizona Diamondbacks,Portage,MI,MLB
Drey,Jameson,RP,R,R,26,72,165,Arizona Diamondbacks,Greenfield,IN,MLB
Bryce,Jarvis,RP,L,R,26,74,195,Arizona Diamondbacks,Lexington,KY,MLB
Merrill,Kelly,SP,R,R,35,74,202,Arizona Diamondbacks,Houston,TX,MLB
Joe,Mantiply,RP,R,L,32,76,219,Arizona Diamondbacks,Danville,VA,MLB
Corbin,Martin,SP,R,R,28,74,225,Arizona Diamondbacks,Hempstead,TX,MLB
Justin,Martinez,RP,R,R,22,75,180,Arizona Diamondbacks,Bonao,Dominican Republic,MLB
Scott,McGough,RP,R,R,34,71,190,Arizona Diamondbacks,Monroeville,PA,MLB
Kyle,Nelson,RP,L,L,27,73,175,Arizona Diamondbacks,San Francisco,CA,MLB
Ryne,Nelson,SP,R,R,25,75,184,Arizona Diamondbacks,Henderson,NV,MLB
Brandon,Pfaadt,SP,R,R,25,76,220,Arizona Diamondbacks,Louisville,KY,MLB
Chris,Rodriguez,RP,R,R,25,74,185,Arizona Diamondbacks,Coral Springs,FL,MLB
Eduardo,Rodriguez,SP,L,L,30,74,231,Arizona Diamondbacks,Valencia,Venezuela,MLB
Andrew,Saalfrank,RP,L,L,26,75,205,Arizona Diamondbacks,Fort Wayne,IN,MLB
Paul,Sewald,RP,R,R,33,75,219,Arizona Diamondbacks,Las Vegas,NV,MLB
Collin,Snider,RP,R,R,28,76,195,Arizona Diamondbacks,Nashville,TN,MLB
Peter,Strzelecki,RP,R,R,29,74,216,Arizona Diamondbacks,Queens,NY,MLB
Ryan,Thompson,RP,R,R,31,77,210,Arizona Diamondbacks,Turner,OR,MLB
Blake,Walston,SP,L,L,22,77,175,Arizona Diamondbacks,Wilmington,NC,MLB
Jose,Herrera,C,B,R,26,70,217,Arizona Diamondbacks,San Carlos,Venezuela,MLB
Gabriel,Moreno,C,R,R,23,71,195,Arizona Diamondbacks,Barquisimeto,Venezuela,MLB
Blaze,Alexander,SS,R,R,24,71,160,Arizona Diamondbacks,Cape Coral,FL,MLB
Jordan,Lawlar,SS,R,R,21,73,190,Arizona Diamondbacks,Carrollton,TX,MLB
Ketel,Marte,2B,B,R,30,73,210,Arizona Diamondbacks,Nizao,Dominican Republic,MLB
Geraldo,Perdomo,SS,B,R,24,74,203,Arizona Diamondbacks,Santo Domingo,Dominican Republic,MLB
Jace,Peterson,3B,L,R,33,72,215,Arizona Diamondbacks,Lake Charles,LA,MLB
Emmanuel,Rivera,3B,R,R,27,74,225,Arizona Diamondbacks,Mayaguez,Puerto Rico,MLB
Eugenio,Suarez,3B,R,R,32,71,213,Arizona Diamondbacks,Puerto Ordaz,Venezuela,MLB
Christian,Walker,1B,R,R,32,72,208,Arizona Diamondbacks,Norristown,PA,MLB
Jorge,Barrosa,LF,B,L,22,65,165,Arizona Diamondbacks,Puerto Cabello,Venezuela,MLB
Corbin,Carroll,LF,L,L,23,70,165,Arizona Diamondbacks,Seattle,WA,MLB
Dominic,Fletcher,CF,L,L,26,66,185,Arizona Diamondbacks,Orange,CA,MLB
Lourdes,Gurriel,LF,R,R,30,76,215,Arizona Diamondbacks,Sancti Spíritus,Cuba,MLB
Jake,McCarthy,RF,L,L,26,74,215,Arizona Diamondbacks,Scranton,PA,MLB
Pavin,Smith,OF,L,L,27,74,208,Arizona Diamondbacks,Jupiter,FL,MLB
Alek,Thomas,CF,L,L,23,71,175,Arizona Diamondbacks,Chicago,IL,MLB
Daniel,Bard,RP,R,R,38,76,215,Colorado Rockies,Houston,TX,MLB
Jalen,Beeks,RP,L,L,30,71,215,Colorado Rockies,Fayetteville,AR,MLB
Jake,Bird,RP,R,R,28,75,200,Colorado Rockies,Newhall,CA,MLB
Matt,Carasiti,RP,R,R,32,74,205,Colorado Rockies,New Britain,CT,MLB
Angel,Chivilli,RP,R,R,21,74,162,Colorado Rockies,La Victoria,Dominican Republic,MLB
Noah,Davis,SP,R,R,26,74,195,Colorado Rockies,Newport Beach,CA,MLB
Ryan,Feltner,SP,R,R,27,76,190,Colorado Rockies,Orlando,FL,MLB
Kyle,Freeland,SP,L,L,30,76,204,Colorado Rockies,Denver,CO,MLB
Lucas,Gilbreath,RP,L,L,27,73,185,Colorado Rockies,Westminster,CO,MLB
Austin,Gomber,SP,L,L,30,77,220,Colorado Rockies,Winter Garden,FL,MLB
Gavin,Hollowell,RP,R,R,26,79,215,Colorado Rockies,Somerset,NJ,MLB
Dakota,Hudson,SP,R,R,29,77,215,Colorado Rockies,Dunlap,TN,MLB
Evan,Justice,RP,L,L,25,76,205,Colorado Rockies,Richmond,VA,MLB
Karl,Kauffmann,SP,R,R,26,74,200,Colorado Rockies,Bloomfield Hills,MI,MLB
Tyler,Kinley,RP,R,R,32,76,220,Colorado Rockies,Plantation,FL,MLB
Peter,Lambert,RP,R,R,26,74,208,Colorado Rockies,San Dimas,CA,MLB
Justin,Lawrence,RP,R,R,29,75,213,Colorado Rockies,Panama City,Panama,MLB
German,Marquez,SP,R,R,28,73,230,Colorado Rockies,San Felix,Venezuela,MLB
Nick,Mears,RP,R,R,27,74,200,Colorado Rockies,Sacramento,CA,MLB
Juan,Mejia,RP,R,R,23,75,200,Colorado Rockies,Santo Domingo,Dominican Republic,MLB
Anthony,Molina,RP,R,R,22,73,170,Colorado Rockies,San Joaquin,Venezuela,MLB
Riley,Pint,RP,R,R,26,77,225,Colorado Rockies,Lenexa,KS,MLB
Cal,Quantrill,SP,L,R,28,75,195,Colorado Rockies,Port Hope,Canada,MLB
Antonio,Senzatela,SP,R,R,29,73,236,Colorado Rockies,Valencia,Venezuela,MLB
Victor,Vodnik,RP,R,R,24,72,200,Colorado Rockies,Whittier,CA,MLB
Elias,Diaz,C,R,R,33,73,223,Colorado Rockies,Maracaibo,Venezuela,MLB
Jacob,Stallings,C,R,R,34,77,225,Colorado Rockies,Lawrence,KS,MLB
Adael,Amador,2B,B,R,20,72,200,Colorado Rockies,Santiago,Dominican Republic,MLB
Warming,Bernabel,SS,R,R,21,73,180,Colorado Rockies,Bani,Dominican Republic,MLB
Julio,Carreras,3B,R,R,24,73,190,Colorado Rockies,Sabana Grande de Boya,Dominican Republic,MLB
Harold,Castro,2B,L,R,30,70,195,Colorado Rockies,Caracas,Venezuela,MLB
Hunter,Goodman,1B,R,R,24,71,210,Colorado Rockies,Arlington,TN,MLB
Ryan,McMahon,3B,L,R,29,74,219,Colorado Rockies,Yorba Linda,CA,MLB
Elehuris,Montero,3B,R,R,25,75,235,Colorado Rockies,Santo Domingo,Dominican Republic,MLB
Brendan,Rodgers,2B,R,R,27,72,204,Colorado Rockies,Winter Park,FL,MLB
Michael,Toglia,1B,B,L,25,77,226,Colorado Rockies,Phoenix,AZ,MLB
Ezequiel,Tovar,SS,R,R,22,72,162,Colorado Rockies,Maracay,Venezuela,MLB
Alan,Trejo,2B,R,R,27,74,205,Colorado Rockies,Los Angeles,CA,MLB
Sean,Bouchard,LF,R,R,27,75,215,Colorado Rockies,San Diego,CA,MLB
Kris,Bryant,RF,R,R,32,77,230,Colorado Rockies,Las Vegas,NV,MLB
Brenton,Doyle,CF,R,R,25,74,200,Colorado Rockies,Warrenton,VA,MLB
Yanquiel,Fernandez,RF,L,L,21,74,198,Colorado Rockies,Havana,Cuba,MLB
Nolan,Jones,RF,L,R,25,76,195,Colorado Rockies,Langhorne,PA,MLB
Charlie,Blackmon,DH,L,L,37,75,221,Colorado Rockies,Dallas,TX,MLB
Ryan,Brasier,RP,R,R,36,72,223,Los Angeles Dodgers,Wichita Falls,TX,MLB
Walker,Buehler,SP,R,R,29,74,185,Los Angeles Dodgers,Lexington,KY,MLB
Caleb,Ferguson,RP,R,L,27,75,226,Los Angeles Dodgers,Columbus,OH,MLB
J.P.,Feyereisen,RP,R,R,30,74,215,Los Angeles Dodgers,River Falls,WI,MLB
Nick,Frasso,RP,R,R,25,77,200,Los Angeles Dodgers,Torrance,CA,MLB
Tyler,Glasnow,SP,L,R,30,80,225,Los Angeles Dodgers,Newhall,CA,MLB
Tony,Gonsolin,SP,R,R,29,75,205,Los Angeles Dodgers,Vacaville,CA,MLB
Brusdar,Graterol,RP,R,R,25,73,265,Los Angeles Dodgers,Calabozo,Venezuela,MLB
Michael,Grove,SP,R,R,27,75,200,Los Angeles Dodgers,Wheeling,WV,MLB
Kyle,Hurt,SP,R,R,25,75,240,Los Angeles Dodgers,Rancho Santa Fe,CA,MLB
Joe,Kelly,RP,R,R,35,73,174,Los Angeles Dodgers,Anaheim,CA,MLB
Landon,Knack,SP,L,R,26,74,220,Los Angeles Dodgers,Johnson City,TN,MLB
Dustin,May,SP,R,R,26,78,180,Los Angeles Dodgers,Justin,TX,MLB
Bobby,Miller,SP,L,R,24,77,220,Los Angeles Dodgers,Elk Grove Village,IL,MLB
Evan,Phillips,RP,R,R,29,74,215,Los Angeles Dodgers,Salisbury,MD,MLB
Emmet,Sheehan,SP,R,R,24,77,220,Los Angeles Dodgers,New York,NY,MLB
Gavin,Stone,SP,R,R,25,73,175,Los Angeles Dodgers,Lake City,AR,MLB
Blake,Treinen,RP,R,R,35,77,225,Los Angeles Dodgers,Wichita,KS,MLB
Julio,Urias,SP,L,L,27,72,225,Los Angeles Dodgers,Culiacan,Mexico,MLB
Ricky,Vanasco,SP,R,R,25,75,180,Los Angeles Dodgers,Morriston,FL,MLB
Gus,Varland,RP,L,R,27,73,213,Los Angeles Dodgers,Maplewood,MN,MLB
Alex,Vesia,RP,L,L,27,73,209,Los Angeles Dodgers,Alpine,CA,MLB
Yoshinobu,Yamamoto,SP,R,R,25,70,176,Los Angeles Dodgers,--,NA,MLB
Ryan,Yarbrough,RP,R,L,32,77,215,Los Angeles Dodgers,Austin,TX,MLB
Austin,Barnes,C,R,R,34,70,187,Los Angeles Dodgers,Riverside,CA,MLB
Diego,Cartaya,C,R,R,22,75,219,Los Angeles Dodgers,Maracay,Venezuela,MLB
Hunter,Feduccia,C,L,R,26,72,215,Los Angeles Dodgers,Lake Charles,LA,MLB
Will,Smith,C,R,R,28,70,195,Los Angeles Dodgers,Louisville,KY,MLB
Freddie,Freeman,1B,L,R,34,77,220,Los Angeles Dodgers,Villa Park,CA,MLB
Enrique,Hernandez,SS,R,R,32,71,195,Los Angeles Dodgers,San Juan,Puerto Rico,MLB
Gavin,Lux,SS,L,R,26,74,190,Los Angeles Dodgers,Kenosha,WI,MLB
Max,Muncy,3B,L,R,33,72,215,Los Angeles Dodgers,Midland,TX,MLB
Miguel,Rojas,SS,R,R,34,72,188,Los Angeles Dodgers,Los Teques,Venezuela,MLB
Chris,Taylor,SS,R,R,33,73,196,Los Angeles Dodgers,Virginia Beach,VA,MLB
Miguel,Vargas,2B,R,R,24,75,205,Los Angeles Dodgers,Havana,Cuba,MLB
Mookie,Betts,RF,R,R,31,69,180,Los Angeles Dodgers,Nashville,TN,MLB
Teoscar,Hernandez,RF,R,R,31,74,215,Los Angeles Dodgers,Cotui,Dominican Republic,MLB
Jason,Heyward,RF,L,L,34,77,240,Los Angeles Dodgers,Ridgewood,NJ,MLB
Manuel,Margot,CF,R,R,29,71,180,Los Angeles Dodgers,San Cristobal,Dominican Republic,MLB
James,Outman,CF,L,R,26,75,215,Los Angeles Dodgers,Redwood City,CA,MLB
Andy,Pages,RF,R,R,23,73,212,Los Angeles Dodgers,Havana,Cuba,MLB
David,Peralta,LF,L,L,36,73,210,Los Angeles Dodgers,Valencia,Venezuela,MLB
Shohei,Ohtani,DH,L,R,29,76,210,Los Angeles Dodgers,Oshu,Japan,MLB
Pedro,Avila,RP,R,R,27,71,210,San Diego Padres,Caracas,Venezuela,MLB
Jhony,Brito,SP,R,R,25,74,210,San Diego Padres,Puerto Plata,Dominican Republic,MLB
Tom,Cosgrove,RP,L,L,27,74,190,San Diego Padres,Staten Island,NY,MLB
Yu,Darvish,SP,R,R,37,77,220,San Diego Padres,Osaka,Japan,MLB
Enyel,De,RP,R,R,28,75,235,San Diego Padres,San Pedro de Macoris,Dominican Republic,MLB
Jeremiah,Estrada,RP,B,R,25,73,185,San Diego Padres,Indio,CA,MLB
Logan,Gillaspie,RP,R,R,26,74,215,San Diego Padres,Bakersfield,CA,MLB
Jay,Groome,SP,L,L,25,78,262,San Diego Padres,Barnegat,NJ,MLB
Jairo,Iriarte,SP,R,R,22,74,160,San Diego Padres,La Guaira,Venezuela,MLB
Alek,Jacob,RP,L,R,25,75,190,San Diego Padres,Spokane,WA,MLB
Michael,King,RP,R,R,28,75,210,San Diego Padres,Rochester,NY,MLB
Reiss,Knehr,RP,L,R,27,74,205,San Diego Padres,Manhasset,NY,MLB
Stephen,Kolek,RP,R,R,26,75,210,San Diego Padres,Houston,TX,MLB
Adrian,Morejon,RP,L,L,24,71,224,San Diego Padres,Havana,Cuba,MLB
Joe,Musgrove,SP,R,R,31,77,230,San Diego Padres,El Cajon,CA,MLB
Glenn,Otto,RP,R,R,27,75,240,San Diego Padres,Spring,TX,MLB
Luis,Patino,SP,R,R,24,73,192,San Diego Padres,Barranquilla,Colombia,MLB
Sean,Reynolds,RP,L,R,25,80,250,San Diego Padres,Redondo Beach,CA,MLB
Robert,Suarez,RP,R,R,32,74,210,San Diego Padres,Ciudad Bolivar,Venezuela,MLB
Randy,Vasquez,SP,R,R,25,72,165,San Diego Padres,Navarrete,Dominican Republic,MLB
Matt,Waldron,RP,R,R,27,74,185,San Diego Padres,Omaha,NE,MLB
Steven,Wilson,RP,R,R,29,75,221,San Diego Padres,Littleton,CO,MLB
Luis,Campusano,C,R,R,25,71,232,San Diego Padres,Augusta,GA,MLB
Kyle,Higashioka,C,R,R,33,73,202,San Diego Padres,Huntington Beach,CA,MLB
Brett,Sullivan,C,L,R,29,70,195,San Diego Padres,Stockton,CA,MLB
Matthew,Batten,2B,R,R,28,70,180,San Diego Padres,Shelton,CT,MLB
Xander,Bogaerts,SS,R,R,31,74,218,San Diego Padres,Oranjestad,Aruba,MLB
Jake,Cronenworth,1B,L,R,30,72,187,San Diego Padres,Saint Clair,MI,MLB
Ha-Seong,Kim,2B,R,R,28,69,168,San Diego Padres,Seoul,South Korea,MLB
Manny,Machado,3B,R,R,31,75,218,San Diego Padres,Miami,FL,MLB
Tucupita,Marcano,SS,L,R,24,72,170,San Diego Padres,San Antonio de Maturin,Venezuela,MLB
Eguy,Rosario,3B,R,R,24,67,150,San Diego Padres,Juan Baron,Dominican Republic,MLB
Jose,Azocar,RF,R,R,27,71,181,San Diego Padres,Güiria,Venezuela,MLB
Fernando,Tatis,RF,R,R,25,75,217,San Diego Padres,San Pedro de Macoris,Dominican Republic,MLB
Tristan,Beck,RP,R,R,27,76,165,San Francisco Giants,Corona,CA,MLB
Alex,Cobb,SP,R,R,36,75,205,San Francisco Giants,Boston,MA,MLB
Camilo,Doval,RP,R,R,26,74,185,San Francisco Giants,Yamasa,Dominican Republic,MLB
Kyle,Harrison,SP,R,L,22,74,200,San Francisco Giants,San Jose,CA,MLB
Jordan,Hicks,SP,R,R,27,74,220,San Francisco Giants,Houston,TX,MLB
Sean,Hjelle,RP,R,R,26,83,228,San Francisco Giants,Fridley,MN,MLB
Luke,Jackson,RP,R,R,32,74,210,San Francisco Giants,Fort Lauderdale,FL,MLB
Trevor,Mcdonald,SP,R,R,22,74,200,San Francisco Giants,Mobile,AL,MLB
Erik,Miller,RP,L,L,25,77,240,San Francisco Giants,St. Louis,MO,MLB
Robbie,Ray,SP,L,L,32,74,225,San Francisco Giants,Brentwood,TN,MLB
Randy,Rodriguez,RP,R,R,24,72,166,San Francisco Giants,Santo Domingo,Dominican Republic,MLB
Taylor,Rogers,RP,L,L,33,75,190,San Francisco Giants,Denver,CO,MLB
Tyler,Rogers,RP,R,R,33,75,181,San Francisco Giants,Denver,CO,MLB
Kai-Wei,Teng,SP,R,R,25,76,260,San Francisco Giants,Taichung,Taiwan,MLB
Ryan,Walker,RP,R,R,28,74,200,San Francisco Giants,Arlington,WA,MLB
Logan,Webb,SP,R,R,27,73,220,San Francisco Giants,Rocklin,CA,MLB
Keaton,Winn,RP,R,R,25,76,238,San Francisco Giants,Ollie,IA,MLB
Patrick,Bailey,C,B,R,24,72,210,San Francisco Giants,Greensboro,NC,MLB
Joey,Bart,C,R,R,27,74,238,San Francisco Giants,Buford,GA,MLB
Tom,Murphy,C,R,R,32,73,206,San Francisco Giants,West Monroe,NY,MLB
Blake,Sabol,C,L,R,26,76,225,San Francisco Giants,Aliso Viejo,CA,MLB
J.D.,Davis,3B,R,R,30,75,218,San Francisco Giants,Elk Grove,CA,MLB
Thairo,Estrada,2B,R,R,27,70,185,San Francisco Giants,Bejuma,Venezuela,MLB
Tyler,Fitzgerald,SS,R,R,26,75,205,San Francisco Giants,Springfield,IL,MLB
Wilmer,Flores,1B,R,R,32,74,213,San Francisco Giants,Valencia,Venezuela,MLB
Marco,Luciano,SS,R,R,22,73,178,San Francisco Giants,San Francisco de Macoris,Dominican Republic,MLB
Casey,Schmitt,SS,R,R,24,74,215,San Francisco Giants,San Diego,CA,MLB
David,Villar,2B,R,R,26,73,215,San Francisco Giants,Atlanta,GA,MLB
LaMonte,Wade,1B,L,L,30,73,205,San Francisco Giants,Baltimore,MD,MLB
Brett,Wisely,2B,L,R,24,70,180,San Francisco Giants,Jacksonville,FL,MLB
Michael,Conforto,RF,L,R,30,73,215,San Francisco Giants,Seattle,WA,MLB
TJ,Hopkins,CF,R,R,27,73,195,San Francisco Giants,Summerville,SC,MLB
Cooper,Hummel,OF,B,R,29,70,198,San Francisco Giants,Portland,OR,MLB
Jung,Hoo,OF,L,R,25,73,192,San Francisco Giants,Nagoya,Japan,MLB
Luis,Matos,CF,R,R,21,71,160,San Francisco Giants,Valera,Venezuela,MLB
Wade,Meckler,OF,L,R,23,70,178,San Francisco Giants,Anaheim,CA,MLB
Heliot,Ramos,LF,R,R,24,73,188,San Francisco Giants,Humacao,Puerto Rico,MLB
Austin,Slater,LF,R,R,31,73,204,San Francisco Giants,Jacksonville,FL,MLB
Mike,Yastrzemski,CF,L,L,33,70,178,San Francisco Giants,Andover,MA,MLB
